University,Overall_Score,Overall_Rank,Teaching_Score,Teaching_Rank,Research_Score,Research_Rank,Citations_Score,Citations_Rank,Industry_Income_Score,Industry_Income_Rank,International_Outlook_Score,International_Outlook_Rank,Number_of_Students
Université d’Oran 2 Mohamed Ben Ahmed,n/a,1000531,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Oran Graduate School of Economics,n/a,1000532,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Orel State Agrarian University named after N.V. Parahin,n/a,1000533,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Orel State University named after I.S. Turgenev,n/a,1000534,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
ORT Uruguay University,n/a,1000535,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Osol Al-Deen University College,n/a,1000536,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University College of Osteopathy,n/a,1000537,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Ostrogradsky National University of Kremenchuk,n/a,1000538,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Oum El Bouaghi,n/a,1000539,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad del Pacífico,n/a,1000540,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad del Pacífico Ecuador,n/a,1000541,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Palestine Polytechnic University,n/a,1000542,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Palestine Technical University – Kadoorie,n/a,1000543,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad de Pamplona,n/a,1000544,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Panteion University of Social and Political Sciences,n/a,1000545,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Panthéon-Assas University (Paris 2),n/a,1000546,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Pavlo Tychyna Uman State Pedagogical University,n/a,1000547,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Petra,n/a,1000548,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Petre Shotadze Tbilisi Medical Academy,n/a,1000549,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Petroleum University of Technology,n/a,1000550,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Petro Mohyla Black Sea National University,n/a,1000551,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Pharos University,n/a,1000552,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Philadelphia University (Jordan),n/a,1000553,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""Plateau State University"," Bokkos""""",n/a,1000554,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
Platov South-Russian State Polytechnic University (NPI),n/a,1000555,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Plymouth Marjon University,n/a,1000556,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Polytechnic Institute of Setúbal,n/a,1000557,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Pontifical Catholic University of Argentina,n/a,1000558,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Poonch Rawalakot,n/a,1000559,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad Popular Autónoma del Estado de Puebla,n/a,1000560,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Prefectural University of Hiroshima,n/a,1000561,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""Presbyterian University"," Ghana""""",n/a,1000562,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
Presidency University,n/a,1000563,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Prince Mohammad Bin Fahd University,n/a,1000564,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""University of Professional Studies"," Accra""""",n/a,1000565,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
Prydniprovska State Academy of Civil Engineering and Architecture,n/a,1000566,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Pskov State University,n/a,1000567,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
PUC-Campinas,n/a,1000568,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Puthisastra,n/a,1000569,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""Quaid-e-Awam University of Engineering"," Science and Technology (QUEST)""""",n/a,1000570,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
Queen Arwa University,n/a,1000571,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Queen Margaret University,n/a,1000572,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidade Rainha Njinga a Mbande (URNM),n/a,1000573,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Rajamangala University of Technology Isan,n/a,1000574,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Rajamangala University of Technology Thanyaburi (RMUTT),n/a,1000575,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Rawalpindi Medical University,n/a,1000576,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Rennes School of Business,n/a,1000577,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Ritsumeikan Asia Pacific University (APU),n/a,1000578,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Rose Bruford College,n/a,1000579,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Rostov State University of Economics,n/a,1000580,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Royal Agricultural University,n/a,1000581,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""Royal Central School of Speech and Drama"," University of London""""",n/a,1000582,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
Royal College of Academics,n/a,1000583,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Royal College of Art,n/a,1000584,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Royal Conservatoire of Scotland,n/a,1000585,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Royal Academy of Dramatic Art (RADA),n/a,1000586,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Royal College of Music,n/a,1000587,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Royal Academy of Music,n/a,1000588,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Royal Northern College of Music,n/a,1000589,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Russian State Agrarian University – Moscow Timiryazev Agricultural Academy,n/a,1000590,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Russian University of State for Social (RUSS),n/a,1000591,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Ryazan State Medical University,n/a,1000592,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Sadat City,n/a,1000593,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Saida,n/a,1000594,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Saint Joseph,n/a,1000595,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Saint Petersburg State Pediatric Medical University,n/a,1000596,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""Saint Thomas University"," Colombia""""",n/a,1000597,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
Sakon Nakhon Rajabhat University,n/a,1000598,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Salahaddin University,n/a,1000599,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Samara State Medical University,n/a,1000600,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Samarkand State University,n/a,1000601,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Samarkand State Institute of Foreign Languages,n/a,1000602,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Samarkand State Medical University,n/a,1000603,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Samsun University,n/a,1000604,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad San Ignacio de Loyola,n/a,1000605,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of San Martín de Porres,n/a,1000606,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Santander,n/a,1000607,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad Santo Tomás,n/a,1000608,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Sarsen Amanzholov East Kazakhstan University,n/a,1000609,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Satya Wacana Christian University,n/a,1000610,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Saudi Electronic University,n/a,1000611,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
SBS Swiss Business School,n/a,1000612,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Science and Technology of Southern Philippines (USTP),n/a,1000613,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Sebha University,n/a,1000614,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Sefako Makgatho Health Sciences University,n/a,1000615,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Seisa Dohto University,n/a,1000616,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Senshu University,n/a,1000617,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Seyitnazar Seydi Turkmen State Pedagogical Institute,n/a,1000618,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""Shah Abdul Latif University"," Khairpur""""",n/a,1000619,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
Shaheed Benazir Bhutto Women University Peshawar,n/a,1000620,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Shaheed Mohtarma Benazir Bhutto Medical University,n/a,1000621,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Shaheed Zulfiqar Ali Bhutto Medical University,n/a,1000622,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
The University of Shiga Prefecture,n/a,1000623,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Shonan Institute of Technology,n/a,1000624,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Silesian University in Opava,n/a,1000625,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
SIMAD University,n/a,1000626,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Simón Bolívar University (Colombia),n/a,1000627,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad del Sinú,n/a,1000628,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Sir Syed University of Engineering and Technology,n/a,1000629,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Skolkovo Institute of Science and Technology (Skoltech),n/a,1000630,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Sohar University,n/a,1000631,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""Solent University"," Southampton""""",n/a,1000632,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
"""""Soochow University"," Taiwan""""",n/a,1000633,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
University of Sopron,n/a,1000634,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Souk Ahras,n/a,1000635,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Institute of Southern Punjab – Multan,n/a,1000636,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Southern Technical University,n/a,1000637,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Sri Balaji Vidyapeeth,n/a,1000638,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Sri Lanka Institute of Information Technology,n/a,1000639,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
State Energy Institute of Turkmenistan,n/a,1000640,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Stavropol State Agrarian University,n/a,1000641,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
St Luke’s International University,n/a,1000642,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""St Mary’s University College"," Belfast""""",n/a,1000643,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
"""""St Mary’s University"," Twickenham""""",n/a,1000644,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
Stranmillis University College,n/a,1000645,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Suffolk,n/a,1000646,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Sufism and Modern Sciences (USMS),n/a,1000647,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Sugiyama Jogakuen University,n/a,1000648,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Sukkur IBA University,n/a,1000649,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Suleyman Demirel University,n/a,1000650,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Swabi,n/a,1000651,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tafila Technical University,n/a,1000652,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Taipei,n/a,1000653,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Takushoku University,n/a,1000654,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tama Art University,n/a,1000655,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Tamanghasset,n/a,1000656,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tarlac Agricultural University,n/a,1000657,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tarsus University,n/a,1000658,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent Institute of Chemical Technology,n/a,1000659,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent Institute of Finance,n/a,1000660,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent University of Information Technologies,n/a,1000661,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent Institute of Irrigation and Agricultural Mechanisation,n/a,1000662,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent Medical Academy,n/a,1000663,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent Pediatric Medical Institute,n/a,1000664,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent Pharmaceutical Institute,n/a,1000665,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent State Dental Institute,n/a,1000666,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent State University of Economics,n/a,1000667,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent State University of Law,n/a,1000668,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent State University of Oriental Studies,n/a,1000669,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent State Pedagogical University named after Nizami,n/a,1000670,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent State Technical University,n/a,1000671,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent State Transport University,n/a,1000672,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tashkent Institute of Textile and Light Industry,n/a,1000673,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tata Institute of Fundamental Research,n/a,1000674,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tatung University,n/a,1000675,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
T. C. Demiroğlu Bilim University,n/a,1000676,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Teacher Education College of Setif,n/a,1000677,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Technical University of Moldova,n/a,1000678,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Technology Nowshera,n/a,1000679,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad Técnica de Manabí,n/a,1000680,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad Tecnológica de Bolívar,n/a,1000681,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad Tecnológica de Santiago (UTESA),n/a,1000682,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tecnológico de Costa Rica,n/a,1000683,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Instituto Tecnológico Metropolitano,n/a,1000684,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Teerthanker Mahaveer University,n/a,1000685,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Teikyo Heisei University,n/a,1000686,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universiti Teknologi Brunei,n/a,1000687,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Institut Teknologi Nasional Bandung (ITENAS Bandung),n/a,1000688,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Telafer,n/a,1000689,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Institute of Telecommunications and Informatics of Turkmenistan,n/a,1000690,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tenri University,n/a,1000691,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Termez State University,n/a,1000692,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Termez Institute of Engineering and Technology,n/a,1000693,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Termiz Institute of Agrotechnology and Innovative Development,n/a,1000694,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of the Thai Chamber of Commerce,n/a,1000695,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Thi-Qar,n/a,1000696,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Thomas Adewumi University,n/a,1000697,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tikrit University,n/a,1000698,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tishk International University,n/a,1000699,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tissemsilt University,n/a,1000700,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tohoku Gakuin University,n/a,1000701,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tokyo University of Foreign Studies,n/a,1000702,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tokyo University of Technology,n/a,1000703,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tomsk State Pedagogical University,n/a,1000704,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Toraighyrov University,n/a,1000705,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Trinity Laban Conservatoire of Music and Dance,n/a,1000706,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Tripoli,n/a,1000707,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Turan-Astana University,n/a,1000708,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Turin Polytechnic University in Tashkent,n/a,1000709,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Turkmen State Architecture and Construction Institute,n/a,1000710,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Turkmen State Institute of Economics and Management,n/a,1000711,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Tver State Technical University,n/a,1000712,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Ubon Ratchathani University,n/a,1000713,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
UBT,n/a,1000714,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
"""""UEES"," Espiritu Santo University""""",n/a,1000715,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0
UIN Sulthan Thaha Saifuddin Jambi,n/a,1000716,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Ulyanovsk State University,n/a,1000717,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Ulyanovsk State Technical University,n/a,1000718,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
UNESC,n/a,1000719,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Unichristus,n/a,1000720,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
United International University,n/a,1000721,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universiapolis – Université Internationale d’Agadir,n/a,1000722,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Ural State University of Economics,n/a,1000723,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Ural State Medical University,n/a,1000724,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Urgench State University,n/a,1000725,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Uruk University,n/a,1000726,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Universidad UTE,n/a,1000727,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
National University of Uzbekistan named after Mirzo Ulugbek,n/a,1000728,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Uzbekistan State University of World Languages,n/a,1000729,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Uzbek State University of Physical Culture and Sport,n/a,1000730,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
Valahia University of Targoviste,n/a,1000731,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
University of Vale do Itajaí,n/a,1000732,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,master_account
